ID,Comment,feedback
396,"Đây cũng là lần thứ 3 mình đến ăn Pizza 4p's rồi. Muốn đổi gió sang quận 7 ăn thử vì nghe không gian đẹp và chất lắm nên muốn đi một lần mặc dù hơi xa tí. 
- Vị trí: nếu không rành đường khu quận 7 cũng hơi khó tìm nhưng mình từng sống gần đây nên cũng không khó tìm lắm
- Không gian: bản hiệu NH hơi nhỏ, mình xém đi lố qua. Bên ngoài tường gạch nhìn khá đẹp và lạ mắt. NH bên trong thoáng, rộng nhưng mình vẫn thích không gian ở NH Bến Thành hơn.
- Món ăn: mình đi 2 người gọi: salad rau xanh sốt sữa, mì Ý cua, pizza 2 vị là cá hồi kem miso vs 4 cheese, dessert là chocolate fondant. Salad khá nhiều, sốt sữa mình thấy không đăc biệt lắm, hơi loãng. Mì Ý cua theo mình thấy không ngon lắm, khá ngậy và béo, thịt cua cũng ít lắm, không nhiều, sợi mì thì hơi cứng và một phần khá nhiều, 2 tụi mình ăn thấy no lắm. Về pizza thì mình luôn thích loại  4 Cheese ăn kèm mật ong, rất ngon còn cá hồi kem miso khá béo. Nói chung cũng do 1 phần tụi mình gọi nhiều món có kem nhiều nên hơi béo và ngán. Tráng miệng thì ok nhưng khi dọn ra kem hơi chảy tí.
- Nhân viên: nhanh nhẹn, nhiệt tình lắm
Nói chung, mình cũng ăn qua nhưng có lẽ do khẩu vị mình không hợp lắm nên không thực sự cảm thấy quá đặc sắc, nhưng vẫn recommend cho mọi người nên thử qua 1 lần",1
435,Pizza ngon đấy,1
438,"Salad hoa quả ăn khá là mát miệng, mì ý theo mình đánh giá vị cũng khá bình thường, không đặc sắc. Sự khác biệt là khá lớn giữa 4P ngày trước và bây giờ vì mình nhớ ngày trước ăn 4P khá là ngon, có thể có sự thay đổi về đầu bếp hay vị giác của bản thân. Ở đây là pizza 4P và Gyudon. Nói chung lâu lâu thèm ăn pizza thì mọi người cũng có thể đến với quán, vị trí quán nói chung cũng dễ tìm, không gian rộng rãi thoáng mát thân thiện nhiều lựa chọn giá cả.",1
441,"Mình thường xuyên ghé ăn ở quán. Nhưng lần nào mang cho mình cảm giác khá buồn. 
Nhân viên: không còn nhiệt tình vui vẻ như xưa. Khá là hời hợt với khách hàng. 
Món ăn:
Salad trái cây nhiệt đới: ngon, nhưng độ lạnh trái cây k đủ
Mì Cua: sợi mì thì cứng, luộc chưa tơi. Ăn rất chịu
Pizza: mang lên thì nguội, k có nóng giòn
Nước mang lên không có đế.lót ly, nước đá chảy ra ướt cả bàn rất dơ và khó chiuh",1
455,"Vị trí trung tâm ngay giữa lòng Sài Gòn đằng sau ngay gần chợ bến Thành nhé nên cực kỳ thuận tiện cho mọi người ghé ăn, đặc biệt là khách du lịch đến đây phai nói là đông quá trời luôn.
Các loại pizza có giá tầm khoảng 200k dao động tùy loại tùy size, bánh làm ngon lắm, khẩu vị khá hợp với mình, điểm đặc biệt nưa là có thể gọi 2 vị trên cùng 1 bánh tạo cảm giác ko bị ngán và thưởng thức đc nhiều loại
Nhân viên lịch sự nhanh nhẹn. có dịp quay lại Sài Gòn mình sẽ ghé đây ăn tiếp",1
525,"- Thu phí giữ xe nhưng lại không hỗ trợ dắt xe.
- Pizza và Salad không ngon như chi nhánh Taka, (mặc dù nghe bảo chi nhánh Taka chưa ngon bằng chi nhánh đầu tiên).
- Phục vụ còn khá kém chuyên nghiệp.
- Phía trước quán có để túi rác nhiều gây phản cảm.
Vẫ",1
540,"Center này đúng là tập trung nhiều món ngon. Pizza 4P'S cũng có mặt ở đây nhưng do mình đang đi chơi, không đặt trước nên lúc tới khách hơi đông. phải ngồi đợi bàn. May mình đi có 2 người nên nhân viên cũng phục cũng nhiệt tình set bàn cho.
Mọi thứ đều rất hài lòng chỉ trừ việc rõ ràng mình đã order 1/2 cái bánh là cá hồi sống, chỉ tay vô menu lun mà khi nhận lại là cá hồi chín. đôi co với nvien thêm mệt vì mình ko bao giờ ăn cá chín cả nên phải gọi thêm pần cá hồi riêng 70k.",1
558,"Nằm trên lầu 6 Saigon Center nên thường hay đông khách vào cuối tuần, đặt bàn chi nhánh này khó hơn nhiều các chi nhánh khác. Không gian nhà hàng nhỏ hơn và khá tối, điều đặc trưng các nhà hàng kiểu Nhật. 
Được thêm bên ngoài có ban công tòa nhà nên view siêu đẹp. Lần này mình chọn mì cua, Lasagna, pizza, cheese fondue, salad, tiramisu, petit sushi. Món vẫn ổn nhưng chất lượng món chi nhánh này không đồng đều bằng các chi nhánh khác: Pizza đế mềm, không giòn, nhiều món hơi mặn. Nhân viên cũng không nhiệt tình bằng các chi nhánh khác, do quá ít nhân viên hay thế nào mà phục vụ hơi chậm. Nói chung, pizza 4ps vẫn ổn nhưng mình sẽ chọn các chi nhánh khác ngon hơn.",1
560,"Hôm nay thử thêm 2 món : cuốn ricotta cheese và khoai tây nghiền phomai đút lò ( kg nhớ rõ tên) - Cuốn ricotta 36k: cuộn ăn béo ngậy nhưng nhờ có rau rocket nên không ngán - Ai hảo phomai nên thử
Khoai tây ăn kèm bánh nướng giòn cũng rất ngon - Mì cua đợt này đúng là không có mai cua trang trí nhưng cũng không quan trọng vì chất lượng vẫn ok",1
570,"Mình ăn 4P’s nhìu lần lắm rồi. Ngày xưa thì chỉ có mỗi chỗ trong hẻm trên Lê Thánh Tôn. H chi nhánh mở nhìu nên mình thường ăn ở Thủ Khoa Huân. 
Mình làm ngay SG Center nên hôm vừa ròi có dịp thử chi nhánh này. Thái độ nv kém hơn 2 chi nhánh mình hay rất nhìu. Ko có ai đứng ở qầy đón khách. Mình phải đi lòng vòng  tìm và hỏi. 
Chất lượng đồ ăn thì mình thấy cũng như 2 chi nhánh kia. Mì cua vẫn ngon. Vì chỉ đi có 2ng nên order đc có 2 món. Nói chung vì tiện nên mình ghé chi nhánh này chứ nếu đc lựa chọn thì chắc chắn là ko nhé :)))))",1
20,#NAME?,1
54,"hơi thất vọng.Tok ngon ,ramen ngon .Nhưng mì tương đen ăn k hợp cho lắm,nên mình bỏ nữa.Cơm trộn ăn được nhưng cũng chỉ được thôi chứ k đặc sắc hay ngon như kì vọng.Lần sau sẽ ăn tok và các món khác.",1
61,"🍒 Vị trí: dễ tìm

🍒Phục vụ: chu đáo, cẩn thận, không chê được, vào tới nơi có chỗ gửi xe phải chạy lên dốc như siêu thị ấy cơ mà nhân viên dắt lên giùm hết xong mình chỉ ngồi đây đợi rồi lúc ra cũng nhân viên dắt giúp hết :') miễn phí nhen 😄

🍒Trên quầy tự phục vụ có một bình inox đựng nươc soup, kim chi và topping của soup bao gồm hành khô và chả cá khô thì phải. Nước soup đối với mấy bạn có thể hơi lạt nhưng với đứa ăn lạt như mình quen rồi thì cảm nhận được vị thanh của soup, không hề có mùi bột ngọt ngấy lên

🍒Không gian quán: có hơi chật chội nhưng nhà vệ sinh tầng 3 sử dụng mấy cái đồ thông minh á :))) sạch sẽ với được lắm. Mỗi tội cái đèn thông minh trong nhà vs là đèn thông minh nên có chút xíu là nó tắt 😂 đang đi cái tắt cái bụp hú hồn

🍒Về đồ ăn: tụi mình đi hai người kêu 3 món là Tokbokki thêm cheese, mì tương đen sợi mình truyền thống và một phần gà chiên chua ngọt (Tokbokki chiên có sẵn chung trong phần gà) 
Về giá: ở đây bán với giá học sinh nên khá rẻ
Về độ ngon: đối với mình và người yêu thì chỉ có gà chiên chua ngọt là ngon còn mấy cái khác thì bình thường, có thể do tụi mình không ăn đúng hết món ngon của quán. Mì tương đen thì mình cũng ăn nhiều chỗ rồi mà bên đây ăn nước sốt lẫn cọng mì đều không có gì đặc biệt nhưng không dở. Gà chiên thì đảm bảo đúng vị chua ngọt, giòn và ngon còn phần Tokbokki chiên chua ngọt đi kèm thì mình thấy bỏ đường hơi quá tay nên nó thành Tokbokki chiên ướp sốt đường rồi :) Phần Tokbokki phô mai, tok ăn có độ dẻo, chả cá cũng ngon không bị bở, nước dùng kèm bình thường. 
Tổng kết là mình thấy khá thất vọng vì mình thấy review kiểu ngon này nọ đến lúc mình ăn thì nó cũng bình thường chứ không như mọi người nói :)) mình gọi cái Tokbokki thêm cheese là theo một số recommend :v dù vậy các bạn có thể đến ủng hộ quán vì giá rẻ, phục vụ tốt và chất lượng vừa ăn ^^~  

Lúc về mình để quên cái bóp là anh phục vụ chạy theo sau báo ngày :) hên chết vậy không về tới nhà mới phát hiện chắc khóc huhu mấy ngày",1
76,"Đồ ăn hàn quốc nổi tiếng nhất Sài gòn là ở đây rồi.Ai ai cũng biết,nhất là sinh viên.Ở đây bán các món rất ngon.ăn vừa miệng.đúng chuẩn của hàn quốc.Kim chi có thể lấy bao nhiêu tuỳ thích,kim chi ở đây rất ngon các bạn à.Giá ở đây thì khá đắt,có thể gọi là ăn uống sang chảnh.Không gian hơi hẹp tí,vì lúc nào cũng đông khách,nhất là vào buổi trưa.Nhân viên văn phòng ra nhiều,phải xếp hàng dài mới kêu món được.Cũng chẳng còn bàn để ngồi.Đó là điểm trừ.phải ngồi sát nhau không thích cho lắm..cũng tạm được",1
153,"Mình thấy quán này phù hợp với sinh viên, giá vừa phải mà món ăn cũng OK. Miến xào ngon, vừa ăn. Đi 1/5 đông lắm nên phải ngồi chờ 15 phút",1
210,"Cũng khá lâu rồi mình mới quay trở lại đây ăn vì đứa bạn nó rủ, cơ mà thất chất lượng món ngon ghê nhờ. Hầu như món nào cũng ưng ý hết, đi tầm 8h tối mà quán đông khách ghê. 

Nhìn món nào cũng muốn gọi nên gọi khá nhieu món luôn. Kimbap cuốn chặt tay, nhìn hấp dẫn, vị ăn rất ngon nha, chấm sốt cho béo ngậy nè. Miến trộn mình thấy hơi khô, lẩu bulgogi ăn ngon, nước dùng đậm đà, trong đây có miến luôn nha, nhưng vẫn kèm theo chén cơm thêm nữa. Gà rán cũng ngon luôn, vị làm vừa ăn mà vẫn đậm đà luôn. Tokbokki ngon, tuy hơi cay nhưng ăn ổn nha. 

Không gian rộng rãi và có lầu, nhân viên dễ thương, phục vụ nhiệt tình. Giá mình thấy khá rẻ, ăn quá trời no xỉu luôn mà chỉ có vài trăm thôi hà.",1
338,"Ai đi lần đầu sẽ hơi khó kiếm - Quán rộng rãi , nhân viên phục vụ dễ thương
Về món ăn , mình kêu mì cua và mì cá hồi thì thấy mì cá hồi ăn ngon hơn béo kg tanh , lần sau sẽ chọn mì cá hồi thôi, pizza pho mai sốt nấm và bò : cả 2 vị đều ngon , cuốn ham rocket phomai ngon béo ... Trâng miệng cũng khá ok nhưng không nổi bật lắm",1
381,"Pizza giá cao hơn hẳn ở ngoài nhưng chất lượng với cung cách phục vụ khỏi bàn luôn. Mình ăn vội quên chụp menu, chụp được có một trang duy nhất , mình đi cuối tuần nên quán đông, pizza ra lâu. Đế mỏng giòn, ngon, dễ ăn (bạn nào không ăn khô được nên cân nhắc). Chesse không tạo cảm giác béo mà nó lạt lạt kiểu như bánh kem mềm, không biết tả sao cho đúng nữa 
Nước bình thường, phải nói là không ngon. Một ly 55k mà uống có mấy ngụm đã chán.
Ăn xong hết còn được phục vụ ly nước đá có bỏ một lát chanh nhìn ngộ ngộ.
Mỳ Ý ngon, sốt vừa, hơi ít nhưng ăn thưởng thức vậy là oke.
Có dịp sẽ quay lại.",1
399,Bình thường,1
406,"4P - chi nhánh quận 7
Ngay sân gold và hồ bơi nước mặn Maia
Khu quận 7 view thì khỏi nói rồi , rất đẹp và thoáng mát.
Ăn trưa ngày thương thôi nhưng rất đông, đa phần là dân vp và khách nước ngoài, cần phải đặt phòng trước nếu đi đông, có khu vực phòng riêng cho nhóm 10 người, phục vụ rất chuyên nghiệp và nhanh
Các món đều rất ngon , đặc biệt là phô mai tươi, tuy nhiên món pizza hải sản thì mình không thích, nước sốt trên bánh quá chua và không thơm nhiều
Các món nước soda sử dụng trái cây tươi để làm và ngon tuyệt",1
416,"Quá tuyệt ! 

Thức ăn mình chấm luôn 10d cho sự tươi sạch ngon lành của những món ăn. Mình gọi 4 món : pizza , pasta , salad , butter bread. Quả thật mình ăn thấy vừa miệng và cảm giác vị tươi mới. Mỗi món là mang mỗi mùi vị khác nhau. Khi chưa ăn pizza kiểu ý như thế này thì mình toàn ăn company và quen với việc chấm tương ớt và tương cà nhưng khi ăn 4P's rồi thì chỉ có hot sauce và một chai có vẻ giống sate ( lúc đầu mình nhầm thành mật ong LOL ) bỏ vào ăn với pizza thì sẽ ra cảm giác cay nồng kích thích vị giác.

Giá cả: chất lượng đi song song với giá cả nên điều này chắc không cần bàn tới. Một bánh pizza lớn tầm ~550k ( tuỳ mình mix toppings ) 

Quán nằm sau sân golf nên hơi khó nhìn, bảng cũng ko sáng lắm nên nhiều khi đi lố. 

Thứ 3 hằng tuần từ 7pm có nhạc live jazz vừa ăn vừa nghe cũng thú vị. Mấy bạn nên book bàn trước khoảng 1-2 ngày. Nếu muốn nghe nhạc jazz nên take note khi book bàn rằng mình muốn ngồi dưới lầu trệt, gần khu chơi nhạc jazz. Vì hôm nọ mình book mà quên take note cho nhà hàng, khi tới thì chỗ mình ngồi ở trên lầu, không hoà mình vào âm nhạc phía dưới dc.
Không gian: ấm cúng, phù hợp hẹn hò cặp đôi, sang trọng, ăn mừng những kỷ niệm quan trọng. 
Sẽ trở lạiii !!",1
469,"Total bill: 833.800 (10% VAT included)
1. Pizza half half 
- 4 cheese: 120.000
- Salmon miso: 125.000
4 cheese: ăn ok, mặn mặn béo béo, có thể chấm với sốt mật ong
Salmon miso: cá hồi béo, sốt miso hơi chua vị cũng béo nên ăn nhiều sẽ ngấy

2. Ratatouille 
Price: 18.000/spoon 
Vị chủ đạo là cà chua, rau củ khác ko nhiều nên ko cảm nhận được nhiều, tổng thể ăn chung với phô mai burrata khá ngon

3. Salad rau bỏ lò kèm phô mai 
Price: 78.000 
Hơi chua so với khẩu vị, các loại rau ăn khá nồng, ko rõ vị phô mai 

4. Mì ý sốt kem cua aka Mì cua “thần thánh”
Price: 225.000
Sợi mì vừa chín tới, sốt cua béo và vừa ăn nên ko bị ngán, cua hơi ít, (ko còn mai cua để chụp hình sống ảo nữa), 1 đĩa rất nhiều, 2 người ăn là vừa
 
5. Frozen yogurt 
Price: 40.000
Vị hơi chua so với khẩu vị, (freshly made i suppose), vị bình thường

6. Non-baked cheese cake
Price: 70.000
Bạn trai ăn bảo “ngon” nhưng ko đặc biệt

7. Ginger ale (no photo :<)
Price: 36.000
Soda pha với gừng tươi, nước đường tự thêm theo ý thích, mùi gừng khá nồng

8. Coca light
Price: 28.000",1
606,"Mình biết đến Pazza 4P's khá lâu nhưng do đi cuối tuần ko đặt bàn trước nên toàn full bàn và phải chờ lâu nên về. Nay rảnh đi trog tuần nên có bàn. Chỉ cần đặt bàn trước 30p là có. Mình 2 ng vào 11g trưa nên đc xếp ngồi hơi trog góc. Đối diện là quầy bar. Có vẻ ko đc gòn gàn lắm nên mìh ko chụp nhiều hình
Mình đi 2 ng nên gọi 1 mì ý sốt kem cá hồi. 180k thì phải. Theo mìh thì khá ngon, vừa ăn và sốt béo mà ko ngán. Cá hồi ko có mùi tah nên ngon. Mìh gọi thêm 1 pizza 2 vị. Gà teyaki và thịt hun khói phomat. Cả 2 điều ngon nha.
Không gian đẹp và sạch trừ quầy bar. 
Nhân viên ko thân thiện lắm, khá tiết kiệm nụ cười",1
612,"Ghé đây buổi trưa, không đặt bàn trước mà hên dễ sợ , có chỗ ngay - Vì đi có 2 người nên mình gọi được ít món : Mì sốt kem cá hồi , 1 pizza half half bò -gà tẻayaki và tráng miệng cream pudding ( xin lỗi mấy cái tên không chính xác lắm vì lo ăn với nhìn hình order không à) 
Mì ăn ngon lắm , không hề tanh mùi cá hồi , sốt kem béo ngậy 
Pizza đế bánh bị khét, nhân bò ăn được có rau cà nên càm giác tươi mát - phần gà thì mặn - quá mặn 
Món tráng miệng ngon , caramel rất tuyệt quyện với vị beo béo của pudding ăn rất vừa miệng 
Nhân viên phục vụ nhanh nhẹn dễ thương",1
16,"Lần đầu thấy quán đông như thế này, tuy nhân viên phục vụ hết công suất mà không phục vụ kịp. Cũng thông cảm. Nhưng đồ ăn hơi ngụi, nêm nếm không được như xưa. Khá tiếc",1
33,#NAME?,1
35,"Quán hàn vị Việt giá rẻ phù hợp với học sinh sinh viên. Giá cả phải chăng nên thường quán rất đông, có lần mình đi ăn giờ trưa được discount 20%",1
82,"(+) Món ăn: khá ngon. BIBIMBAP cơm nấu là lạ có màu hơi tím tím dẻo, hơi hướng hơi khô, ăn chung với nước sốt ngọt ngọt mặn mặn tuyệt vời, nhiều rau củ không ngán tiếc là lần này mình ăn hơi ít sốt xí nên không ngon như thường. Kimchi giòn giòn cay cay, chua chua khá hợp ý mình.
(+) Kim chi và soup lấy thoải mái. 
(+)Giá cả: khá ổn phù hợp sinh viên tầm 30-60k/món. 
(+) Dịch vụ: Nhân viên dễ thương, vui vẻ, phục vụ nhanh mặc dù quán khá đông khách.
(+) Không gian: Dời chỗ 1 thời gian rồi, quán rộng hơn trước nhiều, sạch và mát
Tips: Giờ cơm trưa giảm 10% bill 😊.",1
115,"Mình ăn 3 chi nhánh khác của Hanuri rồi, mới biết chỗ này gần nên mình ăn thử. 
Không gian: Rộng rãi mát mẻ sạch sẽ, ba bốn tầng gì ấy mình không rõ, chỗ này và bên***không gian rất thoải mái. Có giữ xe như những chi nhánh khác.
Mình gọi kimbap, japchae, lẩu bulgogi, cơm cá ngừ, patpingsu, nước mơ và yaourt dâu. Cơm cá ngừ mình chưa thử vì no quá, món đấy gói về đưa bạn mình. Các món khác rất ổn như những chi nhánh, mình đọc review thấy bảo cơm khô nhưng nhân viên khắc phục rồi ấy nên ăn rất vừa vặn. Kimchi lẫn súp free đều ngon.
Nhân viên nhanh nhẹn dễ thương, lúc mình tới không đông lắm nhân viên tự lấy giúp khay muỗng đũa luôn.
Mọi người nên thử nhé, vừa rẻ vừa ngon, hai người chỉ khoảng 270k đấy là đã dư phần cơm rồi ấy.",1
196,"Ship về nói chung đồ hàn quốc là mình ăn đc , giá rẻ , phuhc vụ tốt , sạch sẽ . Chịu",1
209,"Chi nhánh mới của Hanuri địa bàn Gò Vấp 😂 , không gian cũng rộng và thoáng lắm nè.
Về giá cả thì Hanuri cũng thuộc top mấy quán Hàn với giá bình dân rồi, à, top quán Hàn lâu đời nữa 😂 Có quầy kimchi vs canh, mọi người lấy tự do. 
Order và tính tiền tại quầy phía dưới, đang ăn mà cần order gì thêm thì phải đi xuống nha. Mình thấy nhiều người phiền về vấn đề này nhưng mình thấy ok, ko vấn đề gì, cũng như KFC thôi, tiện và dễ kiểm soát. 
Quán đông nhưng món lên vẫn rất nhanh. 
Hồi xưa mình thích lắm, giờ bớt rồi 😁 Kiểu do lớn, khẩu vị cũng thay đổi, phần cũng có nhiều sự lựa chọn hơn nên cũng lâu lắm rồi mới quay lại Hanuri.
Tối tầm 7,8g khá đông nha, hình như Hanuri nào cũng vậy luôn.",1
299,The best pizza ever,1
368,Vừa đi ăn ở chi nhánh q7 về.nói chung piza và salat đều bt.ko có gì gọi là tuyet vời hay quá ngon.kem ăn chán nhất.thất vọng về món kem ở đây.vẫn thich ăn kiêu piza hut hơn vì nhiều phomai.,1
398,"Không gian lớn và rất thoáng, đẹp hơn bên Lê Thánh Tôn. Đồ ăn vẫn ngon như lần đầu tiên 4p mở chi nhánh đầu tiên. Dịch vụ tốt. Mình đặt bàn 6h tối nhưng tới sớm nhân viên vẫn xếp chỗ cho mình. Giá hơi mắc nhưng rất đáng tiền. Bia chanh dây uống hơi lạ và ngon. Gọi 2 món như trong hình, 1 bia chanh dây và 1 soda chanh hết khoảng 600k. Gửi xe gần đó chỉ có 5k, rẻ hơn bên Lê Thánh Tôn.",1
420,"Đường đi hơi khó tìm chút vì ko quen chạy dưới khu vực quận 7. 
Pizza nướng ngon, vỏ giòn, phô mai tươi nên ăn khác biệt hẳn. 
Đi ngày cuối tuần khá đông khách, đi nhiều ng thì kêu được nhiều món hơn.",1
501,Hệ thống 4P's mình thích nhất : không gian mở thoáng và pizza đc lm tại chỗ tuy chờ hơi lâu ở phần pizza 1 chút nhưng những món còn lại ra khá nhanh :)) nhân viên vô cùng chuyên nghiệp và tận tình ưng thật sự ,1
518,#NAME?,1
532,"Đồ ăn vẫn ngon như bình thường, nhân viên cũng khá là nhanh nhẹn. Vì đây là buổi gặp gỡ lâu ngày của 2 gia đình nên nói chuyện có hơi lâu, và bị nhân viên đuổi khéo. Biết bị đuổi nhưng bụng no hết chứa nổi, thành ra kéo nhau đi về.

Không gian thì cũng bình thường, chắc vì ở trong toà nhà nên hơi tối và chật.

À, tráng miệng đợt này ngon nhưng nhìn gớm quá!",1
554,"Điểm cộng là pasta ngon, nhất là pasta mai cua. Ngoài ra nước mojito cũng ngon nốt. 
Mình đặc biệt giới thiệu món vỏ pizza với khoai tây nghiền cho bạn nào thích ăn béo. Vào quán kết nhất là món này.
Còn về phần pizza thì mình ăn nửa cá hồi nửa nhân thịt xông khói. Cảm thấy hơi thất vọng vì ăn hơi ngán một chút. Nhưng điểm trừ nặng nhất là thái độ nhân viên hơi thiếu chuyên nghiệp: chỉ dẫn chỗ ngồi hay bưng đồ ăn điều làm khách hàng không cảm thấy thoải mái.",1
572,"Bánh pizza chọn nửa này nửa khác là sáng tạo thú vị. Ăn khá ngon.
Nhưng món salad trái cây mới làm mình bất ngờ. Rất là ngon luôn.
Không nói là rẻ nhưng cảm thấy đáng tiền, đi hai người ăn no căng luôn.",1
573,Buổi trưa quyết định ăn sớm nên đến là có bàn ngay - Mình gọi 1 phần mì cua - đúng là món must try ở đây : rất ngon - nước sốt béo ngậy không chê vào đâu được - pizza thì mình kêu nửa 4 loại nấm nửa bò : mình thích vị nấm hơn - Bake lasagna thì mình không thích lắm vì sốt cà chua quá nhiều . Sau đó mình kêu món tráng miệng mango verine chua chua ngọt béo béo cũng rất ngon - Nói chung là chưa bao giờ thất vọng khi ghé 4P,1
603,"Mấy năm rồi mới đi ăn lại nhưng ở một chi nhánh khác  
Pizza trong hình là half 4 cheese and half chicken teriyaki. Một nửa bánh cắt ra được 6 miếng nhé
Half 4 cheese : vẫn ngon như ngày nào mặc dù hơi nguội. Phần topping này ăn kèm với mật ong. Tạo nên mùi thơm và hương vị ngon lắm luôn
Half chicken teriyaki : cảm thấy không ngon như ăn ở dưới chi nhánh Lê Thánh Tôn vì bị nguội ngắc.
Bánh ở chi nhánh Saigon center không nóng. Phần topping bị nguội. Đế bánh cũng nguội.
Lúc mình ăn ở chi nhánh Lê Thánh Tôn thì cả topping và phần đế đều còn nóng. Mùi phô mai bay lên thơm phức, rưới thêm mật ong lên ăn ngon lắm 🤧
 Nhân viên cực thân thiện, dễ thương lắm.
 Giá tiền : 320k (gồm pizza và nước nhé)
—-//—-
 Lưu ý : nên đặt bàn trước khi đến. Vì khi đến tận nhà hàng mới book bàn thì tầm 30-40 phút mới có chỗ
Vì mình đi ngày thường nên sau khi lên tận nhà hàng đặt chỗ thì 20 phút sau có bàn rồi. Nhưng nếu các bạn đi ngày cuối tuần thì nên đi lên đặt bàn trước để có chỗ sớm ",1
77,"Đây là lần thứ 2 mình đặt now ship về. Mình order 3 món gồm 2 cơm bibim và 1 tok không mì, tok không ngon như mong đợi, cơm bibim thì cực cực kì ngon, bạn nào chưa ăn nên thử nha, mình ăn ở hanuri cũng nhiều lần rồi và thấy trong menu ngon nhất là cơm bibim. Order mang về 2 lần và cả 2 lần đều rất nhanh. Có một điểm trừ làm mình hơi bực là cả 2 lần đều order 3 món nhưng quán chỉ cho 2 hộp canh, kim chi thì cho đủ (thậm chí dư, lần đầu tiên mình order về quán cho tới 4 hộp kim chi), canh cho vào hộp hơi ít thêm tí nữa là ok. Nên nếu các bạn order cho nhóm mỗi người một món thì nên ghi chú cho shipper cụ thể bao nhiêu hộp canh luôn. 
Chắn chắn sẽ tiếp tục ủng hộ quán.",1
84,"Cái gì cũng có lí do của nó thật. Hanuri luôn đứng đầu về đồ ăn Hàn Quốc. Vì menu đa dạng thì cơm cuộn, canh súp cho đến cơm trộn hay gà đều rất ngon. Điểm trừ thì chắc chỉ có món teok là ngán thôi á. Đồ ăn hơi đắt. Bàn ghế hơi chật và đợi đồ ăn hơi lâu. Thích cái là được lấy canh hành và kim chi thoải mái nhaaa. Đi với đám bạn thì sẽ ra tầm 70k/ người là vừa ăn vừa uống luôn. Chỉ mong quán mở rộng ra nữa để k phải ngồi chen chúc thôi.",1
117,"Có lẽ đây là quán ăn Hàn đầu tiên của thế hệ 9x luôn, nhắc đến muốn ăn đồ Hàn Quốc sẽ nghĩ ngay đến Hanuri, miễn phí canh chả cá, kimchi tự phục vụ, giá bình dân hợp túi tiền sinh viên, no
- Cơm bulgogi : mình chọn bò xào, ngon, mà phần bắp cải sống hăng với đắng kinh luôn, cơm nhiều, do dẻo quá nên mình dễ no
- Mì tương đen : vị vừa phải, ngon, dễ ăn

Mà lúc mình đi tầm 6h15 nên quán khá đông, chờ 20’ mới có món, lúc về là 7h10 thì đông khủng khiếp, beamin, grab, now,.. đứng xếp nguyên 1 hàng dài.",1
124,"➕➖vẫn cứ là thích hanuri. Tok ngon nhiều cheese, kimbap ăn với sốt mayonnaise và canh quán cho là đủ no.
❓vẫn hay ăn 
⭐⭐⭐xem thêm review ăn uống tại Facebook và Instagram : @traveatvn nhé",1
150,Thức ăn ở quán mức chấp nhận được. Giá cả cũng k quá đắt phù họp mọi người.,1
223,"Trước giờ chỉ ăn tại quán,  lần đầu order đồ ăn,  cảm nhận đầu tiên là quán đầu tư cho đóng gói quá luôn.  Từng món ăn được đặt vào hộp nhựa trong nhìn vệ sinh, trình bày món ăn cũng OK nữa.  Kim chi,  canh cho đầy đủ luôn,  đũa muỗng được bỏ vào bao sạch sẽ, chất lượng đồ ăn thì vẫn như ăn tại quán, nói chung không có gì để chê cả. Giá của quán là rất rẻ so với chất lượng món ăn, phục vụ và không gian quán.",1
264,"Quán khá đông, nhất là buổi tối ak, có khi phải xếp hàng dài mới có chỗ ăn. Nên mình recommend giả sử ai có thèm quá thì nên đi ăn buổi trưa :) Không hiểu sao mình thích pasta của 4P hơn so với pizza (mặc dù pizza là món signature của quán). Được điều đặc trưng là 4P làm nửa nửa được, nên thủe được nhiều nhân. Đang trong thời kì giảm cân nên mình không gọi túi cream cheese :) 
Vỏ bánh pizza mềm, bánh thơm.
Nhân viên hơi quạu nhưng không sao :) 
Không gian quán hơi tối. Mình thích chi nhánh SaiGon centre hơn. Giá cả okie hợp lí -vì cái bánh to nhiều người ăn",1
266,"Vị trí: quán nằm trong hẻm nhưng khi bước vào không gian quán rộng và ấm cúng. 
Bánh pizza : vỏ bánh mềm , mỏng và giòn, thịt được cắt miếng để lên trên bánh, khá lạ miệng, phô mai ngon. 
Pasta sốt cà chua mà ko thấy vị chua và hơi mặn. 
Món tráng miệng và nước thì ko có ăn nhập gì với món bánh, bánh pizza ngon được bn thì nước uống và kem dở bấy nhiêu. 
Nước ép thơm lạt ngang ngửa với nước suối, kem 3 vị: kiwi, chanh dây, dưa hấu thì phần dưa hấu là 1 cục đá bào vị dưa hấu, kiwi cũng tương tự như thế, còn chanh dây tốt hơn là cục kem mà xui cái lại chua đúng kiểu là Chanh. 
Bánh tart chocolate vỏ bánh ở ngoài khá cứng, lớp bông kem phủ lên bánh chưa có vị béo. 
Nhân viên phục vụ dễ thương, nhiệt tình và giữ xe 5k/ chiếc bên ngoài.",1
